Type,Line,Space,ID,Origin,InitialOrigin,Reference1,Reference2,Reference3,Tags,Roles,MaxUnauthorised,NumberReference1,NumberReference2,NumberReference3
image,16,32,1e2762c7-07de-41db-86cb-6f60b01ad924,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_1/12-Gorinchem-1833.jpg,,rivierkaart,1,1,,,-1,16,,
image,17,32,5768accc-4ffe-4726-934d-4ece37a10ad6,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_1/13-Giesendam-1833.jpg,,rivierkaart,1,1,,,-1,17,,
image,18,32,0adb3cad-0a85-4057-b088-47273f5573de,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_1/14-Dordrecht-1833.jpg,,rivierkaart,1,1,,,-1,18,,
image,19,32,2d081f50-2eff-453b-b015-8fec400190c4,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_1/15-Puttershoek-1833.jpg,,rivierkaart,1,1,,,-1,19,,
image,20,32,ab607fe9-3128-4e5a-8e77-a5e41f4b6154,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_1/16-Heinenoord-1834.jpg,,rivierkaart,1,1,,,-1,20,,
image,21,32,ee152a0b-15ea-43aa-9a80-67eb81c31229,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_1/17-Poortugaal-1834.jpg,,rivierkaart,1,1,,,-1,21,,
image,22,32,ae227af4-6af8-4fd4-8e27-9650ff8b4a3a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/00-Kaart-van-de-rivieren-de-Boven-en-Neder-Rijn-de-Lek-en-de-Nieuwe-Maas-van-Lobith-tot-Brielle.jpg,,rivierkaart,1,2,,,-1,22,,
image,23,32,56e4f768-2a82-41a1-bca5-742eb283b207,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/01-Schenkenschans-1830.jpg,,rivierkaart,1,2,,,-1,23,,
image,24,32,fbeb7327-85c4-49fa-a327-066c313d6bd8,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/02-Kekerdom-1830.jpg,,rivierkaart,1,2,,,-1,24,,
image,25,32,3d56025e-875f-4e3b-9056-264bf9011e21,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/02a-Supplementair-blad-behorende-bij-het-blad-No-2-Kekerdom.jpg,,rivierkaart,1,2,,,-1,25,,
image,26,32,8878a77c-30e3-4a7e-8be6-bd949d617dca,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/03-Angeren-1834.jpg,,rivierkaart,1,2,,,-1,26,,
image,27,32,c312474a-0831-48ce-9768-96cf4b6c20ec,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/04-Westervoort-1833.jpg,,rivierkaart,1,2,,,-1,27,,
image,28,32,4f093e9a-c544-4e24-8280-13ecf960de74,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/05-Arnhem-1838.jpg,,rivierkaart,1,2,,,-1,28,,
image,29,32,e781a53a-0e70-4697-ac2e-abb05e563d87,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/06-Heteren-1838.jpg,,rivierkaart,1,2,,,-1,29,,
image,30,32,ba06449c-a377-4981-a291-220b5b949e50,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/07-Opheusden-1838.jpg,,rivierkaart,1,2,,,-1,30,,
image,31,32,3d263b5e-d7dd-4507-b3ff-2a1e6a34966c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/08-Rheenen-1838.jpg,,rivierkaart,1,2,,,-1,31,,
image,32,32,a202809c-a3ce-421e-a4c1-f612b405920d,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/08a-Supplementair-blad-behorende-bij-het-blad-No-8-Rhenen.jpg,,rivierkaart,1,2,,,-1,32,,
image,33,32,258b3283-aa57-4dcb-b185-de7bc10c51ed,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/09-Maurik-1839.jpg,,rivierkaart,1,2,,,-1,33,,
image,34,32,58cacd2b-a668-4d5c-9405-de8b16ec832e,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/10-Beusichem-1839.jpg,,rivierkaart,1,2,,,-1,34,,
image,35,32,00037012-9ce9-4bdd-b358-f3388a1409d7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/11-Everdingen-1839-1842.jpg,,rivierkaart,1,2,,,-1,35,,
image,36,32,b940fcf5-4134-4a61-8700-01267da77f26,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/12-Vianen-1837.jpg,,rivierkaart,1,2,,,-1,36,,
image,37,32,bebf2aae-2b4c-4a76-a1b3-0534d7b3d991,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/13-Ameiden-1837.jpg,,rivierkaart,1,2,,,-1,37,,
image,38,32,265740d7-cb3c-4596-946c-9576a41f7917,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/14-Schoonhoven-1836.jpg,,rivierkaart,1,2,,,-1,38,,
image,39,32,5f0eac7e-552a-4f1e-9c18-c0175ac2a067,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/15-Lekkerkerk-1836.jpg,,rivierkaart,1,2,,,-1,39,,
image,40,32,ad0649c4-dbaf-4eac-ac81-3375476d26ac,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/16-Krimpen-aan-de-Lek-1833.jpg,,rivierkaart,1,2,,,-1,40,,
image,41,32,edf31ee7-8b21-4a36-9fae-b1bfdf334d10,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/17-Rotterdam-1834.jpg,,rivierkaart,1,2,,,-1,41,,
image,42,32,5d869e4a-77ab-4d2a-a8ae-7a31a1b213c6,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/18-Vlaardingen-1834.jpg,,rivierkaart,1,2,,,-1,42,,
image,43,32,047acd94-ddfd-4205-b842-559e3e106cb0,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/19-Maassluis-1835.jpg,,rivierkaart,1,2,,,-1,43,,
image,44,32,44ad8dcd-b4ff-4134-90f9-c62337d1aed4,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/20-Brielle-1835.jpg,,rivierkaart,1,2,,,-1,44,,
image,45,32,ea6dc48f-5e19-46bf-9814-d28ad6bf169b,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/S1-Aardt-1834.jpg,,rivierkaart,1,2,,,-1,45,,
image,46,32,12f25965-61e0-4786-9c79-ae4976d68fa3,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_2/S2-Alblasserdam-1833.jpg,,rivierkaart,1,2,,,-1,46,,
image,47,32,a3368a07-7d1b-4b7f-96d3-8b4e98fe7d1a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/00-Kaart-van-de-rivier-de-IJssel-van-Westervoort-tot-Kampen.jpg,,rivierkaart,1,3,,,-1,47,,
image,48,32,279e8983-9ca2-4977-a305-e0e1e49de6d2,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/01-Westervoort-1844.jpg,,rivierkaart,1,3,,,-1,48,,
image,49,32,e668dd16-7efa-4ebc-b2da-261639a1707c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/02-Rhede-1840-1843.jpg,,rivierkaart,1,3,,,-1,49,,
image,50,32,b38da43b-44e4-4270-9053-6c0f63083ffd,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/03-Doesburg-1840-1843.jpg,,rivierkaart,1,3,,,-1,50,,
image,51,32,dd02a569-9cce-416c-a01f-49d867f0b78a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/04-Steenderen-1840-1843.jpg,,rivierkaart,1,3,,,-1,51,,
image,52,32,5160079b-0ca7-46c9-be23-83ae43a4c0bb,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/04a-Supplement-tot-het-blad-Steenderen-1840-1843.jpg,,rivierkaart,1,3,,,-1,52,,
image,53,32,6322fab9-4c2d-43b9-9b80-592ea8207fbc,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/05-Brummen-1841-1843.jpg,,rivierkaart,1,3,,,-1,53,,
image,54,32,ffa84198-3e33-4665-84ad-7c8e97893586,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/06-Zutphen-1841-1843.jpg,,rivierkaart,1,3,,,-1,54,,
image,55,32,2282f34c-f001-40d0-8cfa-53ad8d92c81b,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/07-Gorssel-1841-1843.jpg,,rivierkaart,1,3,,,-1,55,,
image,56,32,95b8bce5-bba9-4272-94e1-167c9ff9c3e5,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/07a-Supplement-tot-het-blad-Gorssel-1841-1843.jpg,,rivierkaart,1,3,,,-1,56,,
image,57,32,9b9739da-6385-48ea-ac08-2a3dbe9a2297,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/08-Deventer-1841-1843.jpg,,rivierkaart,1,3,,,-1,57,,
image,58,32,cd74ba2f-4bbe-45f7-ada5-2a3da6469ce8,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/09-Olst-1842-1843.jpg,,rivierkaart,1,3,,,-1,58,,
image,59,32,1a3e7d9d-a4be-49a8-a979-60690db712c6,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/10-Wijhe-1842-1843.jpg,,rivierkaart,1,3,,,-1,59,,
image,60,32,21c12088-ef89-4ed7-aeb6-ae5352fafde7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/11-Hattem-1842-1843.jpg,,rivierkaart,1,3,,,-1,60,,
image,61,32,a7cc497a-8299-4c22-901c-ea497486b8ac,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/12-Zwolle-1844.jpg,,rivierkaart,1,3,,,-1,61,,
image,62,32,6bf0a327-430c-4feb-9314-ea3f3658ff84,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/13-Zalk-1843.jpg,,rivierkaart,1,3,,,-1,62,,
image,63,32,ba2f65e5-756e-437d-9a8d-18fd8f829403,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/14-Oosterwolde-1845-1846.jpg,,rivierkaart,1,3,,,-1,63,,
image,64,32,af2725c9-e47b-4c83-b398-b244977827ce,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/15-Kampen-1845-1846.jpg,,rivierkaart,1,3,,,-1,64,,
image,65,32,ec77014c-98a2-4052-8139-b4c756c449ea,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/15a-Supplementair-Blad-behorende-tot-het-blad-No-15-Kampen-1845-1846.jpg,,rivierkaart,1,3,,,-1,65,,
image,66,32,fed3a91b-209d-465f-884f-d83cd1356329,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/16-Lutterzijl-1846.jpg,,rivierkaart,1,3,,,-1,66,,
image,67,32,e9e7cf9a-7c0d-4e3f-9617-a7ab5b9c5816,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/17-Mastenbroek.jpg,,rivierkaart,1,3,,,-1,67,,
image,68,32,f23ebcf5-97b2-4a17-8a11-703184c01473,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/18-Genemuiden-1844.jpg,,rivierkaart,1,3,,,-1,68,,
image,69,32,8940e4a9-0a66-45e4-b987-76af0d8992d6,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/18a-Papillot-behorende-bij-het-blad-No-18-1845-1847.jpg,,rivierkaart,1,3,,,-1,69,,
image,70,32,4e40ac66-91ee-4049-b900-5020ae3bd184,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/19-Zwartsluis-1844.jpg,,rivierkaart,1,3,,,-1,70,,
image,71,32,0ac1f5ea-209f-4207-aa41-4ab141bf8025,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/20-Hasselt-1844.jpg,,rivierkaart,1,3,,,-1,71,,
image,72,32,64eb4748-d505-4dec-b0a4-276a836f7c95,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/S1-Voorst-1841-1843.jpg,,rivierkaart,1,3,,,-1,72,,
image,73,32,a8970f1a-47f1-4d96-bf48-47883eedf006,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_3/S2-Dalfsen-1843.jpg,,rivierkaart,1,3,,,-1,73,,
image,74,32,5d570941-a633-4f54-aaa9-0c24e95ac853,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/00-Kaart-van-de-rivier-de-Boven-Maas-van-Vise-tot-Woudrichem.jpg,,rivierkaart,1,4,,,-1,74,,
image,75,32,b2300fe9-1136-4f01-b8eb-3c2b079f8563,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/01-Canne-Signal-1849.jpg,,rivierkaart,1,4,,,-1,75,,
image,76,32,80ea2e1c-aeb4-4e20-becd-44a3f99df6d5,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/02-Maastricht-1846-1847.jpg,,rivierkaart,1,4,,,-1,76,,
image,77,32,cb7c5211-a852-4589-a220-38f70d959da2,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/03-Reckheim-1847.jpg,,rivierkaart,1,4,,,-1,77,,
image,78,32,c51a4a5b-0e46-4811-b9da-2ec5363ccdf8,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/04-Stein-1847.jpg,,rivierkaart,1,4,,,-1,78,,
image,79,32,1e2cc3ad-dd9d-4c8d-a7ba-4aa07f3b059d,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/05-Berg-1848.jpg,,rivierkaart,1,4,,,-1,79,,
image,80,32,43a04ddd-418e-46ad-8d7a-19765a9d7f74,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/06-Stockheim-1849.jpg,,rivierkaart,1,4,,,-1,80,,
image,81,32,8709c7d6-9dac-47ea-9a10-69ef509ab575,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/07-Maeseijck-1849.jpg,,rivierkaart,1,4,,,-1,81,,
image,82,32,be3edc04-38b7-443c-978b-7a4b37331228,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/08-Stevensweert-1849.jpg,,rivierkaart,1,4,,,-1,82,,
image,83,32,ff422853-6854-40ca-901a-8a8ec5d1640b,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/09-Roermond-1849.jpg,,rivierkaart,1,4,,,-1,83,,
image,84,32,a0264825-093f-4b60-b1f8-10b3414fea15,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/09a-Supplementair-Blad-behorende-bij-het-blad-No-9-Roermond-1849.jpg,,rivierkaart,1,4,,,-1,84,,
image,85,32,a569986c-1f27-4794-9c47-1bdd4d51d7c0,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/10-Horn-1849.jpg,,rivierkaart,1,4,,,-1,85,,
image,86,32,4d3bc557-7dc1-4bcb-9ca2-efbc378b951a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/11-Neer-1849.jpg,,rivierkaart,1,4,,,-1,86,,
image,87,32,d2c3b954-9304-45cf-b9b9-9245a9d1a74f,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/12-Kessel-1850.jpg,,rivierkaart,1,4,,,-1,87,,
image,88,32,8482b797-b74d-4812-885a-c363b6585448,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/14-Velden-1850.jpg,,rivierkaart,1,4,,,-1,88,,
image,89,32,b3f85566-7b71-4802-aeda-f1fbf15a7d59,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/15-Lottum-1850.jpg,,rivierkaart,1,4,,,-1,89,,
image,90,32,c99449a0-1bb4-4688-a9db-f3b7a1d5cb58,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/16-Broekhuizenvorst-1850.jpg,,rivierkaart,1,4,,,-1,90,,
image,91,32,c6fbb6ce-7342-4f49-888a-450d912022f0,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/18-Vierlingsbeek-1850.jpg,,rivierkaart,1,4,,,-1,91,,
image,92,32,0abc8d0b-a313-4f87-96ca-071dff120633,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/19-Sambeek-1850.jpg,,rivierkaart,1,4,,,-1,92,,
image,93,32,8c1d05e1-8c76-4124-84b6-14484b3aa500,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/20-Beugen-1851.jpg,,rivierkaart,1,4,,,-1,93,,
image,94,32,6bee706f-3272-4ce3-b42d-8e7087eaa866,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/21-Cuijk-1851.jpg,,rivierkaart,1,4,,,-1,94,,
image,95,32,bfef2810-1cd9-415b-8942-eb96c02fe77b,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/22-Groot-Linden-1851.jpg,,rivierkaart,1,4,,,-1,95,,
image,96,32,951265f5-99f7-40da-841b-d543ff3635ce,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/22a-Supplementair-blad-behorende-bij-het-blad-No-22-Groot-Linden-1851.jpg,,rivierkaart,1,4,,,-1,96,,
image,97,32,402dfeaa-1209-4b7a-9a7e-c98a36ca29b4,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/23-Beers-1851.jpg,,rivierkaart,1,4,,,-1,97,,
